((0.0, 0), 0.044444444444444446)
((0.33333333333333337, 0.13333333333333333), 0.007407407407407408)
((0.4736842105263158, 0.07602339181286549), 0.007407407407407408)
((0.875, 0.10714285714285714), 0.007407407407407408)
((0.7777777777777778, 0.06944444444444445), 0.007407407407407408)
((0.4166666666666667, 0.08333333333333333), 0.007407407407407408)
((0.4444444444444444, 0.10457516339869281), 0.007407407407407408)
((0.6666666666666666, 0.16666666666666666), 0.022222222222222223)
((0.4, 0.15), 0.007407407407407408)
((0.5, 0.5), 0.014814814814814815)
((0.6666666666666666, 0.0718954248366013), 0.007407407407407408)
((0.7142857142857143, 0.047619047619047616), 0.007407407407407408)
((0.33333333333333337, 0.0), 0.02962962962962963)
((0.25, 0.25), 0.007407407407407408)
((1.0, 0.5), 0.02962962962962963)
((0.33333333333333337, 0.16666666666666666), 0.022222222222222223)
((0.8, 0.16666666666666666), 0.007407407407407408)
((0.5, 0.25), 0.014814814814814815)
((0.3846153846153846, 0.07538461538461538), 0.007407407407407408)
((0.6363636363636364, 0.11818181818181818), 0.007407407407407408)
((0.375, 0.12083333333333333), 0.007407407407407408)
((0.8, 0.14444444444444443), 0.007407407407407408)
((0.5555555555555556, 0.1388888888888889), 0.007407407407407408)
((0.5, 0), 0.044444444444444446)
((0.6666666666666666, 0.19444444444444445), 0.007407407407407408)
((0.47619047619047616, 0.10238095238095238), 0.007407407407407408)
((0.6153846153846154, 0.07051282051282051), 0.007407407407407408)
((0.8888888888888888, 0.125), 0.007407407407407408)
((0.6666666666666666, 0.09047619047619047), 0.007407407407407408)
((0.125, 0.16071428571428573), 0.007407407407407408)
((0.8571428571428572, 0.14285714285714285), 0.007407407407407408)
((0.25, 0.16666666666666666), 0.014814814814814815)
((0.16666666666666669, 0.16666666666666666), 0.007407407407407408)
((0.8333333333333333, 0.13333333333333333), 0.007407407407407408)
((0.7, 0.12222222222222222), 0.007407407407407408)
((1.0, 0), 0.037037037037037035)
((0.75, 0.16666666666666666), 0.014814814814814815)
((0.0, 0.08928571428571429), 0.007407407407407408)
((0.8, 0.15), 0.007407407407407408)
((0.7777777777777778, 0.1111111111111111), 0.007407407407407408)
((0.08333333333333331, 0.045454545454545456), 0.007407407407407408)
((0.5454545454545454, 0.05454545454545454), 0.007407407407407408)
((0.5, 0.10416666666666667), 0.007407407407407408)
((0.8571428571428572, 0.14835164835164835), 0.007407407407407408)
((0.6666666666666666, 0.3333333333333333), 0.007407407407407408)
((0.6666666666666666, 0.09722222222222222), 0.007407407407407408)
((0.4, 0.1), 0.007407407407407408)
((0.6818181818181819, 0.08658008658008658), 0.007407407407407408)
((0.8095238095238095, 0.1), 0.007407407407407408)
((0.6923076923076923, 0.16666666666666666), 0.007407407407407408)
((0.25, 0.06842105263157895), 0.007407407407407408)
((0.8571428571428572, 0.19047619047619047), 0.007407407407407408)
((0.6666666666666666, 0.03985507246376811), 0.007407407407407408)
((0.8461538461538461, 0.0641025641025641), 0.007407407407407408)
((0.6, 0.2), 0.007407407407407408)
((0.6666666666666666, 0.09090909090909091), 0.007407407407407408)
((0.5555555555555556, 0.1111111111111111), 0.007407407407407408)
((0.25, 0.03571428571428571), 0.007407407407407408)
((0.36363636363636365, 0.02727272727272727), 0.007407407407407408)
((0.5714285714285714, 0.11904761904761904), 0.007407407407407408)
((0.25, 0.08333333333333333), 0.007407407407407408)
((0.5, 0.05357142857142857), 0.007407407407407408)
((0.4, 0.04736842105263158), 0.007407407407407408)
((0.2857142857142857, 0.07142857142857142), 0.007407407407407408)
((0.5294117647058824, 0.03308823529411765), 0.007407407407407408)
((0.2, 0.05), 0.007407407407407408)
((0.6176470588235294, 0.07308377896613191), 0.007407407407407408)
((0.2, 0.1), 0.007407407407407408)
((0.6363636363636364, 0.06363636363636363), 0.007407407407407408)
((0.33333333333333337, 0.5), 0.007407407407407408)
((0.4285714285714286, 0.14285714285714285), 0.007407407407407408)
((0.45454545454545453, 0.13636363636363635), 0.007407407407407408)
