((0.6, 0.4), 0.001142857142857143)
((0.625, 0.2857142857142857), 0.003428571428571429)
((0.5, 0.17857142857142858), 0.001142857142857143)
((0.375, 0.2857142857142857), 0.001142857142857143)
((0.5, 0.4), 0.004571428571428572)
((0.8571428571428572, 0.42857142857142855), 0.001142857142857143)
((0.375, 0.21428571428571427), 0.001142857142857143)
((0.6, 0.25), 0.001142857142857143)
((0.4, 0.3), 0.001142857142857143)
((0.4444444444444444, 0.1388888888888889), 0.002285714285714286)
((0.5714285714285714, 0.16666666666666666), 0.002285714285714286)
((0.33333333333333337, 0.3), 0.008)
((0.5, 0.26666666666666666), 0.003428571428571429)
((0.33333333333333337, 0.26666666666666666), 0.001142857142857143)
((0.4, 0.1), 0.001142857142857143)
((0.375, 0.3392857142857143), 0.004571428571428572)
((0.8333333333333333, 0.5), 0.010285714285714287)
((0.5714285714285714, 0.2619047619047619), 0.002285714285714286)
((0.2857142857142857, 0.2857142857142857), 0.002285714285714286)
((0.5714285714285714, 0.09523809523809523), 0.001142857142857143)
((0.75, 0.26785714285714285), 0.002285714285714286)
((0.75, 0.4166666666666667), 0.002285714285714286)
((0.7142857142857143, 0.21428571428571427), 0.001142857142857143)
((0.7777777777777778, 0.2777777777777778), 0.001142857142857143)
((0.75, 0.5), 0.002285714285714286)
((0.5, 0.13333333333333333), 0.001142857142857143)
((0.4285714285714286, 0.35714285714285715), 0.002285714285714286)
((0.0, 0.16666666666666666), 0.010285714285714287)
((0.125, 0.26785714285714285), 0.004571428571428572)
((0.0, 0.1527777777777778), 0.002285714285714286)
((0.0, 0.1388888888888889), 0.003428571428571429)
((0.0, 0.08928571428571429), 0.002285714285714286)
((0.14285714285714285, 0.2857142857142857), 0.001142857142857143)
((0.125, 0.21428571428571427), 0.001142857142857143)
((0.0, 0.2916666666666667), 0.002285714285714286)
((0.0, 0.10714285714285714), 0.002285714285714286)
((0.1111111111111111, 0.2222222222222222), 0.001142857142857143)
((0.8571428571428572, 0.40476190476190477), 0.004571428571428572)
((1.0, 0.4), 0.004571428571428572)
((0.8888888888888888, 0.25), 0.001142857142857143)
((0.8888888888888888, 0.2361111111111111), 0.001142857142857143)
((0.7777777777777778, 0.375), 0.001142857142857143)
((1.0, 0.3472222222222222), 0.001142857142857143)
((0.625, 0.48214285714285715), 0.004571428571428572)
((1.0, 0.47619047619047616), 0.002285714285714286)
((0.8571428571428572, 0.35714285714285715), 0.002285714285714286)
((0.7777777777777778, 0.1388888888888889), 0.001142857142857143)
((0.33333333333333337, 0.25), 0.001142857142857143)
((0.5, 0.3333333333333333), 0.006857142857142858)
((0.6666666666666666, 0.1527777777777778), 0.001142857142857143)
((0.4, 0.25), 0.002285714285714286)
((0.4444444444444444, 0.2638888888888889), 0.001142857142857143)
((0.6666666666666666, 0.4166666666666667), 0.004571428571428572)
((0.6, 0.3), 0.001142857142857143)
((0.375, 0.32142857142857145), 0.003428571428571429)
((0.7142857142857143, 0.38095238095238093), 0.002285714285714286)
((0.5, 0.08333333333333333), 0.002285714285714286)
((0.25, 0.08333333333333333), 0.001142857142857143)
((0.7142857142857143, 0.47619047619047616), 0.001142857142857143)
((0.4444444444444444, 0.2361111111111111), 0.001142857142857143)
((0.8, 0.35), 0.001142857142857143)
((0.8333333333333333, 0.3333333333333333), 0.002285714285714286)
((0.33333333333333337, 0.2), 0.003428571428571429)
((0.2, 0.15), 0.001142857142857143)
((0.6666666666666666, 0.3472222222222222), 0.001142857142857143)
((0.6666666666666666, 0.4), 0.001142857142857143)
((0.2222222222222222, 0.375), 0.001142857142857143)
((0.125, 0.375), 0.002285714285714286)
((0.0, 0.16071428571428573), 0.003428571428571429)
((0.0, 0.1111111111111111), 0.005714285714285714)
((0.0, 0.1), 0.001142857142857143)
((0.0, 0.25), 0.002285714285714286)
((0.0, 0.35714285714285715), 0.001142857142857143)
((0.0, 0.47619047619047616), 0.001142857142857143)
((0.8333333333333333, 0.26666666666666666), 0.001142857142857143)
((1.0, 0.4107142857142857), 0.004571428571428572)
((0.8888888888888888, 0.3055555555555556), 0.002285714285714286)
((0.7142857142857143, 0.2857142857142857), 0.001142857142857143)
((0.7777777777777778, 0.16666666666666666), 0.001142857142857143)
((1.0, 0.15), 0.001142857142857143)
((0.8571428571428572, 0.5), 0.002285714285714286)
((1.0, 0.375), 0.001142857142857143)
((0.8888888888888888, 0.09722222222222222), 0.001142857142857143)
((0.5714285714285714, 0.40476190476190477), 0.002285714285714286)
((0.375, 0.125), 0.001142857142857143)
((0.0, 0.5), 0.001142857142857143)
((0.5, 0.23214285714285715), 0.001142857142857143)
((0.6666666666666666, 0.4027777777777778), 0.005714285714285714)
((0.5, 0.32142857142857145), 0.001142857142857143)
((0.5555555555555556, 0.3194444444444444), 0.002285714285714286)
((0.7142857142857143, 0.23809523809523808), 0.001142857142857143)
((0.4285714285714286, 0.3333333333333333), 0.001142857142857143)
((0.7142857142857143, 0.40476190476190477), 0.002285714285714286)
((0.5555555555555556, 0.4027777777777778), 0.003428571428571429)
((0.33333333333333337, 0.19444444444444445), 0.001142857142857143)
((0.5714285714285714, 0.19047619047619047), 0.001142857142857143)
((0.5, 0.3392857142857143), 0.001142857142857143)
((0.25, 0.25), 0.002285714285714286)
((0.5, 0.4666666666666667), 0.001142857142857143)
((0.25, 0.0), 0.001142857142857143)
((0.5, 0.4107142857142857), 0.001142857142857143)
((0.4, 0.2), 0.001142857142857143)
((0.6, 0.15), 0.001142857142857143)
((0.6666666666666666, 0.2777777777777778), 0.001142857142857143)
((0.6666666666666666, 0.19444444444444445), 0.001142857142857143)
((0.625, 0.21428571428571427), 0.001142857142857143)
((0.5714285714285714, 0.47619047619047616), 0.001142857142857143)
((0.2857142857142857, 0.14285714285714285), 0.001142857142857143)
((0.5714285714285714, 0.2857142857142857), 0.002285714285714286)
((0.25, 0.4166666666666667), 0.001142857142857143)
((0.2857142857142857, 0.30952380952380953), 0.001142857142857143)
((0.1111111111111111, 0.20833333333333334), 0.001142857142857143)
((0.0, 0.26785714285714285), 0.001142857142857143)
((0.2222222222222222, 0.3611111111111111), 0.001142857142857143)
((0.0, 0.047619047619047616), 0.004571428571428572)
((0.0, 0.3055555555555556), 0.001142857142857143)
((0.2222222222222222, 0.3055555555555556), 0.001142857142857143)
((0.1111111111111111, 0.2777777777777778), 0.001142857142857143)
((0.125, 0.35714285714285715), 0.001142857142857143)
((0.0, 0.23809523809523808), 0.001142857142857143)
((0.125, 0.2857142857142857), 0.002285714285714286)
((1.0, 0.4444444444444444), 0.005714285714285714)
((1.0, 0.48214285714285715), 0.002285714285714286)
((0.7142857142857143, 0.16666666666666666), 0.001142857142857143)
((1.0, 0.4305555555555556), 0.004571428571428572)
((0.875, 0.23214285714285715), 0.001142857142857143)
((0.8888888888888888, 0.375), 0.001142857142857143)
((1.0, 0.3), 0.001142857142857143)
((0.7777777777777778, 0.2222222222222222), 0.001142857142857143)
((0.4285714285714286, 0.23809523809523808), 0.001142857142857143)
((0.4444444444444444, 0.2777777777777778), 0.002285714285714286)
((0.4444444444444444, 0.3611111111111111), 0.003428571428571429)
((0.2857142857142857, 0.07142857142857142), 0.001142857142857143)
((0.5714285714285714, 0.11904761904761904), 0.001142857142857143)
((0.25, 0.16071428571428573), 0.001142857142857143)
((0.4444444444444444, 0.1527777777777778), 0.001142857142857143)
((0.8888888888888888, 0.3611111111111111), 0.001142857142857143)
((0.625, 0.26785714285714285), 0.002285714285714286)
((0.33333333333333337, 0.2638888888888889), 0.002285714285714286)
((0.2857142857142857, 0.21428571428571427), 0.001142857142857143)
((0.75, 0.25), 0.001142857142857143)
((0.8333333333333333, 0.3), 0.001142857142857143)
((0.2222222222222222, 0.125), 0.001142857142857143)
((0.5, 0.23333333333333334), 0.001142857142857143)
((0.875, 0.375), 0.001142857142857143)
((0.8, 0.2), 0.001142857142857143)
((0.6, 0.35), 0.001142857142857143)
((0.5714285714285714, 0.21428571428571427), 0.001142857142857143)
((0.33333333333333337, 0.2361111111111111), 0.001142857142857143)
((0.375, 0.35714285714285715), 0.001142857142857143)
((0.14285714285714285, 0.30952380952380953), 0.001142857142857143)
((0.125, 0.23214285714285715), 0.001142857142857143)
((0.0, 0.08333333333333333), 0.001142857142857143)
((0.2222222222222222, 0.2916666666666667), 0.001142857142857143)
